inst#,actual,predicted,error,prediction
165,1:?,1:no,,0.787
166,1:?,1:no,,1
167,1:?,1:no,,1
168,1:?,1:no,,1
169,1:?,1:no,,1
170,1:?,2:return,,0.515
171,1:?,2:return,,0.991
172,1:?,1:no,,1
173,1:?,1:no,,0.842
174,1:?,1:no,,1
175,1:?,1:no,,0.997
176,1:?,2:return,,0.986
177,1:?,1:no,,0.581
178,1:?,1:no,,0.829
179,1:?,1:no,,1
180,1:?,1:no,,0.999
181,1:?,1:no,,1
182,1:?,1:no,,0.999
183,1:?,1:no,,0.983
184,1:?,1:no,,1
185,1:?,1:no,,0.993
186,1:?,1:no,,1
187,1:?,1:no,,1
188,1:?,1:no,,0.999
189,1:?,1:no,,0.99
190,1:?,1:no,,0.988
191,1:?,1:no,,0.654
192,1:?,1:no,,0.998
193,1:?,1:no,,0.504
194,1:?,1:no,,0.531
195,1:?,1:no,,0.998
196,1:?,1:no,,0.999
197,1:?,1:no,,1
198,1:?,1:no,,0.991
199,1:?,1:no,,0.998
200,1:?,2:return,,0.858
201,1:?,1:no,,0.902
202,1:?,1:no,,1

