name,pos,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,is_home,form,class
Stuart Armstrong,MID,0.111416979,0.072373176,1.6409775,19.15,16.625,18,5.375,2,1,3.75,?
Yves Bissouma,MID,0.111581486,0.005404736,1.45333925,11.75,4.7,1.25,1.775,5,1,1.25,?
Paul Pogba,MID,0.112213018,0.334601921,1.11416425,22.65,17.025,18,5.75,1,1,4,?
Leandro Trossard,MID,0.114868525,0.045771862,1.45333925,3.85,12.975,14.25,3.1,5,1,1,?
Harvey Elliott,MID,0.120205201,0.107228771,0.62926525,1.85,3.325,0.5,0.575,9,1,0.25,?
Christian Nørgaard,MID,0.121592859,0.043820496,1.05529025,23.5,7.5,9,4.025,2,1,3.25,?
Bernardo Mota Veiga de Carvalho e Silva,MID,0.124121904,0.146548183,0.9556575,12.15,35.875,28.75,7.7,3,0,3.25,?
Mason Mount,MID,0.124302179,0.102331417,0.65052525,9.95,20.675,11.5,4.2,1,0,2.25,?
Bryan Mbeumo,MID,0.143455373,0.184212428,1.05529025,11.6,18.35,16.25,4.6,2,1,2.75,?
Alex Iwobi,MID,0.147115938,0.059320528,1.62968575,6.85,16.525,12.75,3.625,10,1,1,?
Mateusz Klich,MID,0.150296304,0.032537378,3.0068,7.75,7,27.25,4.2,7,1,1.25,?
Tyler Roberts,MID,0.150447682,0.06402493,3.0068,1.85,3.225,0.5,0.575,7,1,0.5,?
Kai Havertz,MID,0.154303958,0.005163039,0.65052525,0.55,3.75,3.5,0.65,1,0,0.75,?
Dejan Kulusevski,MID,0.157820731,0.194246785,1.86917,18.5,20.4,20.75,5.975,3,0,4,?
Bukayo Saka,MID,0.15951921,0.086977028,0.9043195,14.45,19.35,36.25,7.025,7,1,4,?
Takumi Minamino,MID,0.16104345,0.122780286,0.62926525,0.05,0.125,0,0.025,9,1,0.5,?
Anthony Gordon,MID,0.161293994,0.204228348,1.62968575,27.35,28.675,28,8.4,10,1,4.75,?
Jarrod Bowen,MID,0.164090169,0.156941665,1.108387,28.7,18.275,31.25,7.85,7,1,6.75,?
Martin Ødegaard,MID,0.172280688,0.071631267,0.9043195,12.05,26.275,22,6.05,7,1,2,?
Jakub Moder,MID,0.176787813,0.151901096,1.45333925,13.9,10.05,26.5,5.075,5,1,2,?
Sergi Canós,MID,0.178688504,0.106359616,1.05529025,11.3,7.35,6.25,2.5,2,1,2,?
Anthony Elanga,MID,0.181071951,0.012937911,1.11416425,12.55,5.15,11.25,2.9,1,1,2.75,?
Alex Oxlade-Chamberlain,MID,0.184300978,0.075896034,0.62926525,0.45,0.95,6.75,0.825,9,1,0.5,?
Raphael Dias Belloli,MID,0.187817485,0.031565739,3.0068,15.95,13.1,12,4.1,7,1,2.5,?
Ross Barkley,MID,0.192746125,0.145286094,0.65052525,0,0,0,0,1,0,0,?
Fernando Luiz Rosa,MID,0.195286008,0.185924483,0.9556575,3.95,4.375,3.5,1.175,3,0,0.75,?
Heung-Min Son,MID,0.205811754,0.439826515,1.86917,29.95,39.65,24,9.35,3,0,5.25,?
Jacob Ramsey,MID,0.219960192,0.003461083,1.52890525,29.4,7.025,16,5.275,6,0,5,?
James Maddison,MID,0.224969445,0.035440258,1.28629875,4.8,11.975,25,4.1,1,0,2.5,?
Gabriel Teodoro Martinelli Silva,MID,0.225025197,0.020373369,0.9043195,1.85,9.95,9.5,2.1,7,1,0.75,?
Yoane Wissa,MID,0.229107285,0,1.05529025,5.45,0.625,13.25,1.775,2,1,1.75,?
Ilkay Gündogan,MID,0.249296665,0.204979737,0.9556575,13.2,12.55,22.5,4.825,3,0,2.75,?
Ismaila Sarr,MID,0.261910901,0.322884537,1.1387015,7.9,12.7,13.25,3.375,8,0,2.5,?
Saïd Benrahma,MID,0.262246676,0.202997971,1.108387,2.65,8.7,14.75,2.625,7,1,1,?
Youri Tielemans,MID,0.278065737,0.06858719,1.28629875,25.15,19.225,22.5,6.7,1,0,3.5,?
Conor Gallagher,MID,0.281422749,0.025269154,1.27868275,14.55,10.225,11.75,3.675,1,1,4,?
Moussa Sissoko,MID,0.286401856,0.05251338,1.1387015,24.55,17.15,9.5,5.125,8,0,3.5,?
Daniel James,MID,0.287821935,0.21556145,3.0068,23.1,5.85,21.5,5.05,7,1,5,?
Marcus Rashford,MID,0.306511564,0.278013131,1.11416425,5.95,9.35,19.5,3.5,1,1,1.75,?
Christian Pulisic,MID,0.30916281,0.019980326,0.65052525,0.75,4.05,7.25,1.2,1,0,1.25,?
Phil Foden,MID,0.333336784,0.208827355,0.9556575,17.1,28.25,43.5,8.875,3,0,3.75,?
Wilfried Zaha,MID,0.378211723,0.082105943,1.27868275,33.4,17.025,33,8.35,1,1,6.5,?
Mark Noble,MID,0.380584419,0,1.108387,0,0,0,0,7,1,0,?
Ademola Lookman,MID,0.383131163,0.159343712,1.28629875,16.3,16.25,33.75,6.6,1,0,3.75,?
Luis Díaz,MID,0.423801035,0.215206055,0.62926525,16.95,25,44,8.6,9,1,3.75,?
Bruno Miguel Borges Fernandes,MID,0.433248986,0.412603918,1.11416425,40.35,52.075,39.5,13.2,1,1,6.5,?
Kaide Gordon,MID,0.491121143,0,0.62926525,0,0,0,0,9,1,0,?
Jadon Sancho,MID,0.593503583,0.368938059,1.11416425,27.35,26.8,50.5,10.475,1,1,6.25,?
Riyad Mahrez,MID,0.646312788,0.062115571,0.9556575,19.9,13.25,22.75,5.6,3,0,4.75,?
Fabio Henrique Tavares,MID,0.736296855,0,0.62926525,17.45,2.75,19.25,3.95,9,1,4,?
Raheem Sterling,MID,0.879182182,0.082955174,0.9556575,31.3,17.675,58.25,10.7,3,0,7.5,?
Sadio Mané,MID,0.931928694,0.319815939,0.62926525,31.95,24.675,36.5,9.3,9,1,7.25,?
Mohamed Salah,MID,0.935870832,0.373212142,0.62926525,38.3,30.05,73.25,14.175,9,1,8,?
